id,priority,skillId,targetWord,pair,itemType,imageNeeded,audioNeeded,suggestedImagePath,suggestedAudioPath,imagePrompt,audioPrompt,reason,existingImageCount,existingAudioCount,sourcePromptType,notes
wm-0034,P1,adjectives,large,,adjective,true,true,public/images/assessment/language/variants/adjectives/large-01.webp,public/audio/vocabulary/large.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""large"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""large"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0035,P1,adjectives,last,,adjective,false,true,,public/audio/vocabulary/last.mp3,,"Record clean child-friendly American English audio for ""last"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0036,P1,adjectives,late,,adjective,false,true,,public/audio/vocabulary/late.mp3,,"Record clean child-friendly American English audio for ""late"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0037,P1,adjectives,lightweight,,adjective,true,true,public/images/assessment/language/variants/adjectives/lightweight-01.webp,public/audio/vocabulary/lightweight.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""lightweight"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""lightweight"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0038,P1,adjectives,little,,adjective,true,false,public/images/assessment/language/variants/adjectives/little-01.webp,,"Create a clear child-friendly cartoon-realistic image showing the adjective ""little"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.",,Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,1,visual_adjective_image_and_word_audio,
wm-0039,P1,adjectives,lonely,,adjective,true,true,public/images/assessment/language/variants/adjectives/lonely-01.webp,public/audio/vocabulary/lonely.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""lonely"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""lonely"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0040,P1,adjectives,messy,,adjective,true,true,public/images/assessment/language/variants/adjectives/messy-01.webp,public/audio/vocabulary/messy.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""messy"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""messy"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0041,P1,adjectives,narrow,,adjective,true,true,public/images/assessment/language/variants/adjectives/narrow-01.webp,public/audio/vocabulary/narrow.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""narrow"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""narrow"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0042,P1,adjectives,neat,,adjective,false,true,,public/audio/vocabulary/neat.mp3,,"Record clean child-friendly American English audio for ""neat"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0043,P1,adjectives,noisy,,adjective,false,true,,public/audio/vocabulary/noisy.mp3,,"Record clean child-friendly American English audio for ""noisy"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0044,P1,adjectives,old,,adjective,false,true,,public/audio/vocabulary/old.mp3,,"Record clean child-friendly American English audio for ""old"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0045,P1,adjectives,patient,,adjective,true,true,public/images/assessment/language/variants/adjectives/patient-01.webp,public/audio/vocabulary/patient.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""patient"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""patient"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0046,P1,adjectives,pink,,adjective,false,true,,public/audio/vocabulary/pink.mp3,,"Record clean child-friendly American English audio for ""pink"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,5,0,visual_adjective_image_and_word_audio,
wm-0047,P1,adjectives,polite,,adjective,true,true,public/images/assessment/language/variants/adjectives/polite-01.webp,public/audio/vocabulary/polite.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""polite"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""polite"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0048,P1,adjectives,proud,,adjective,false,true,,public/audio/vocabulary/proud.mp3,,"Record clean child-friendly American English audio for ""proud"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0049,P1,adjectives,purple,,adjective,false,true,,public/audio/vocabulary/purple.mp3,,"Record clean child-friendly American English audio for ""purple"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,2,0,visual_adjective_image_and_word_audio,
wm-0050,P1,adjectives,rainy,,adjective,true,true,public/images/assessment/language/variants/adjectives/rainy-01.webp,public/audio/vocabulary/rainy.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""rainy"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""rainy"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0051,P1,adjectives,rough,,adjective,false,true,,public/audio/vocabulary/rough.mp3,,"Record clean child-friendly American English audio for ""rough"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0052,P1,adjectives,safe,,adjective,true,true,public/images/assessment/language/variants/adjectives/safe-01.webp,public/audio/vocabulary/safe.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""safe"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""safe"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0053,P1,adjectives,salty,,adjective,true,true,public/images/assessment/language/variants/adjectives/salty-01.webp,public/audio/vocabulary/salty.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""salty"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""salty"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
wm-0054,P1,adjectives,same,,adjective,false,true,,public/audio/vocabulary/same.mp3,,"Record clean child-friendly American English audio for ""same"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,1,0,visual_adjective_image_and_word_audio,
wm-0055,P1,adjectives,serious,,adjective,true,true,public/images/assessment/language/variants/adjectives/serious-01.webp,public/audio/vocabulary/serious.mp3,"Create a clear child-friendly cartoon-realistic image showing the adjective ""serious"". Use a simple scene that makes the property obvious. No text, labels, signs, speech bubbles, logos, or watermarks. Natural colors; no random rainbow/sparkle/kawaii treatment.","Record clean child-friendly American English audio for ""serious"". Say the whole word naturally only once. Do not spell it. No music, sound effects, echo, robotic voice, or background noise. Normalize volume to match the existing approved vocabulary audio.",Active grammar runtime gap: strict grammar variants need approved image and choice audio.,0,0,visual_adjective_image_and_word_audio,
