asset_path	sha256	source_scope	reason_code	reason
/images/assessment/digraphs/three.webp	633a202f444544e51a874c7327a84f351fbb880f17d5e1a20510d821921330e3	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct pixel review confirmed three coloured blocks; blocks is the object label and the number word is not a single pictured referent.
/images/assessment/digraphs/thumb.webp	3414890df13a31167765c198c35e586081faba1feb02f0e7d1e5fd3e5e4467a7	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct pixel review confirmed a whole child giving a thumbs-up gesture; child and gesture compete with thumb.
/images/assessment/digraphs/tooth.webp	5a4f6af51c7a5c81b5cfe8f0d9eed3bb27f097ee86ad29d751adf48fb9582f86	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct pixel review confirmed a tooth beside a large toothbrush; toothbrush is a competing named object.
/images/assessment/digraphs/whisk.webp	5033c7a2c06f9253cb75df6031566bd2dc66fd0177bf7c249353f6848c7043d8	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct pixel review confirmed a whisk inside a full mixing bowl; bowl, mixture, and mixing compete with whisk.
/images/assessment/digraphs/white.webp	dbc6ca85dc2db67a9d045ad0b9acccb59461334f7dbada70b2822b2d8e99d51c	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct pixel review confirmed a rabbit in a detailed garden; rabbit is the primary label and white is only an inferred attribute.
/images/assessment/blends/clock.webp	166fdada80f40b3c7866dac99e13fc5b45cc14bcff524407a796f509ce2b6c31	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a busy/full scene rather than one simple isolated target, creating style/complexity cues inside answer sets.
/images/assessment/blends/draw.webp	f506d66659895c1f5290dd6e8a782fda039120d508b76baf850413f89119d0b7	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a busy/full scene rather than one simple isolated target, creating style/complexity cues inside answer sets.
/images/assessment/blends/slide.webp	27eba712dbde1b88ceea87aff8d47e0c7366681fcefd75ede41f049acfc303c8	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a busy/full scene rather than one simple isolated target, creating style/complexity cues inside answer sets.
/images/assessment/blends/smile.webp	109b5bde2b49fdb09c6ad74b977d14c799d43d317eb4566f42087943258406d0	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a busy/full scene rather than one simple isolated target, creating style/complexity cues inside answer sets.
/images/assessment/blends/stop.webp	f4656d994818e48bab33626a651caf0aede484c7a6d01d2c9252a7c850300730	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/blends/swim.webp	1dc3252e4f3ced375f4b3aa4ec5b27e63ec218a2072ae6bb4fe7f3c8045d95b3	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/blends/tent.webp	1e91fdcf2c2ab5caaaf33ee5fcf70bb68e1ac68b27992a78132e16ee5d733951	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/blends/train.webp	3d869a13a1e405cf4eee13f1be5a309f122b8979317dcac4d1b2ed893d0ccb09	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/blends/truck.webp	b08495f9f48ea99441eef825e12796ef7f1599a92f0130a5cec528fa49a9f8b7	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/blends/wasp.webp	729a37065c25ae16697ce70e4994a1c162603ef0c17c8294db3f340ad6ca24fe	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed visible adjacent-panel strip contamination.
/images/assessment/digraphs/bath.webp	597776a7f25bbb7fbea0f122d4dde74c791f268ce6f37b61878b21bb09a9b11f	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/bench.webp	b9de8dfa9ac82642338071863cf712339c4cbd11fb8cc09a2294b555548a3af5	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/brick.webp	4a1d810271fb310f71ae9acca82fe3b7d3405eb82544eea4bfa12b2a59503848	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/brush.webp	6c894f05b971f7924cf46c68dceebf352c89413cfa99690dd847b6c5cd2d0ac0	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/cheese.webp	2e607524f986000c057861a29679f3002d9cfd013ce6dc794942b46fbd0682c8	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/cherry.webp	d1c766f785aa78b60bc7e28e83da83d1ab673dd1985db81ed57ac6f91179db08	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/chip.webp	782189762c38d6dd41771b2100ac60b82c92995678c9bc52c844ab70bdbd66a1	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed multiple crisps rather than one unambiguous chip.
/images/assessment/digraphs/clock.webp	6568523d33262dd99c09ff4c71a1df7d8c6a479c92b897b5f38d33e5238ecd44	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a symbol/spinner depiction rather than an ordinary clock.
/images/assessment/digraphs/dish.webp	51fc9bfaaf7cb37f5759f668b2a271dbd8af6976e64cc008669d021bcb8a38db	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed the picture reads as a bowl rather than an objective dish target.
/images/assessment/digraphs/neck.webp	78a8b6ba6748ddcc2c46291f85d285b085676a03df82c9d48d57b550e651a0e3	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a whole child dominates rather than an isolated neck.
/images/assessment/digraphs/wheat.webp	66eb32561a818d731d404073e2fbb3096e9abd4fb69c0202e083d348c45243f9	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible top adjacent-panel strip/crop remnant.
/images/assessment/digraphs/whirlpool.webp	acde45ed078f18cf944858335930466a59f72efbc493dc9ccc1195a82a4ec21e	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a sink-drain demonstration rather than a simple objective whirlpool.
/images/assessment/generated/concepts/heavy.webp	6a963483fa1a35fc60b81aa811428864bc6e211026922e021cfdf3b09e1010c8	grammar-comprehension	semantic contradiction	The same heavy-box picture is also used as construct support for “light”; one path cannot validly represent both.
/images/assessment/generated/initial-sounds-l2/caterpillar.webp	e529dac069d5f0634122bb1ea065f373e6d55fba9bf931b0351ebd6952976d7c	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed an alien-like smiling/anthropomorphic treatment.
/images/assessment/generated/initial-sounds-l2/quarter.webp	88238de6fcc893dc927dd22acc1ffae352d2672ab7be1557b8a71578df5a0b29	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed a US-specific coin, making the word culturally/regionally non-objective.
/images/assessment/generated/initial-sounds-l2/zigzag.webp	e8b99649f9ef0815ce57f6dd69580184ce590c6108462f57101e9d128def252c	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Human contact-sheet review confirmed a visible neighbouring-panel remnant.
/images/assessment/generated/sequencing/baker-shapes-loaf.webp	040cd1211f8b394f4872fb6b043fc03eaa620d24a4aa4f9b6aa7519474a35b54	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/cat-curls-on-box.webp	b4f34d94a9df2b0f0f97fdec284017f6bc33558c51980721c1da4d39c4521fde	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/cat-jumps-on-box.webp	29455e768a53180b02b68c2e33feb2243dc1f8d0306bbcb5afbe97e8da6c450d	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/cat-sleeps-on-box.webp	08e9937bcc9c737f6c0aa1278507316d9f0d6e4bfa105af27f71d4c4b6f8b04a	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/cheese-on-bread.webp	f73df47735f28df2a195baaf1fa94e751788f3d96c8ef7b4436c2b1c51f636c2	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-adds-snowman-hat.webp	cbaa13e3413fc2d80e5b166f4f7453b8a1636aa5ae8d748e47478c03ba24eec0	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-adds-sun-rays.webp	cb38f68e19f2c284289e3251dfc6c8f1dbbdec184af931d001f1860d56f5828d	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-bites-apple.webp	4ad157708ff06f5661715ad00842bf8b825bed00fe6f92d5e977e766ea998cbf	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-brushes-dog.webp	5505514ae82fddf51da223c2129f93d39eca0290a527658f58de0bef10d4d407	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-brushes-teeth.webp	d2ff893d631c3afc66fe3143c7d07b6cd9a1411d3298f051927c022a3f91234a	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-builds-snowman-head.webp	4e713e3e56719d5aceb57cb471154394e3ad29de01120995e1b8ed1ca3dcc500	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-clips-dog-lead.webp	507125e28fe4bf967873264fb36d0fe3f6bc7199a77522f4c8a59598c62ada70	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-colours-sun.webp	e2ddfa61a232a5fd033c53989bb60193a2367bcfb4db78a1a81bfa9b5d252bf0	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-draws-circle.webp	4658e8bca9c4007bcdc4949aece0aa96ac7067ad28b5e1759e46cfd9f4165491	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-soaps-hands.webp	90d6c605b111b5f99456fd1c33cdef75af11059bd2080a3867a5a795df312075	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-ties-gift-bow.webp	4f117d080ad00f6529fbc1a40c272f5d98bfc4afb38169bcd33607c3a8c80a25	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-ties-rubbish-bag.webp	b8e8e50124896dd2a596973cd7d484eb1d164b0a583aeaea0ca80ee3c17da71b	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-ties-shoes.webp	234f172b5a7c627589bcf76ae52ec8c1ef58bddd90d3fed6baf49d4a25683d92	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-walks-dog.webp	aa67b8a94a07d4793e879f1e760431cddc1d2f45beabf12a38d3cabd8bbc022d	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-walks-in-rain.webp	8455e11b72b54a14b7bb4dedd9ec429b38241346d4cdbe96532cbb39b8949f48	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-washes-apple.webp	af687b5003ec07ad18eab550b98a5b4c7c0c6557724b71074bc66b65323eb701	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-waters-seed.webp	ca0f4329c434a03eb1dce0a147317949dd65cea075e296f487f403d460802b4e	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-wets-hands.webp	2589f5d45348ee3ef2250a5af850284776038ddab34643d2ecc223ff2ed597ba	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/child-wraps-gift.webp	dc575047ff4bf668e5d9654cdaa19768ad9f0e53c8e26350c91fee412367f1ec	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/closed-sandwich.webp	2ddbc19a900c1c5b22f61bb884ef4f39015b94e9b451cbae43724db15eaadc95	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/dog-chases-ball.webp	f9bdf463235e55baf1ae65cda05aa310f105097736ba43b3fa8cf62858760adf	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/dog-returns-ball.webp	e64daa81ad780bc294c8390b793ce15f391977acfec452df968049c03069125b	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/egg-cooks-in-pan.webp	87e7b278c9074bcaff9d6d1569f8177b410efab6d4b4862c9c2e7acbef3535f2	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/school-bus-doors-open.webp	acc3cbb312c9f0d7b2e80fb52e0dd0423dd0d07c98c7cf1aa102964ef34a508f	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/school-bus-stops.webp	921eb6cf0ee3b8016ae553b4a062c71d8b51146bb6ff72d6b7072890b2791859	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/seed-grows-shoot.webp	9d1b049186e51e912e3ab9f408db61f24a06e930bbe596fd5c2d6074a8658620	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/generated/sequencing/toast-pops-up.webp	033fee39a6332e70a8eaefd7a113ad5d5426d2701808f7663acdb253f8258bb2	grammar-comprehension	adjacent-panel crop contamination	The exported sequence tile visibly includes a strip or seam from a neighbouring sprite/panel at the top, side, or bottom.
/images/assessment/hfw/big.webp	eeaccfc94c9586628acd4f05518f043235413089b53798fc3b6188715656f4a2	phonics-hfw|grammar-comprehension	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE|ambiguous scoring image + crop	Direct visual review confirmed an unrelated mosaic strip at the top and scene-based rather than isolated evidence. | “big” is represented by a child/box scene with an unrelated strip at the top; size is not objectively demonstrated.
/images/assessment/hfw/her.webp	c7766263894f628b7922d2403dd8da3e8c0a836b67a1176a139b3e0232f88514	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed an unrelated mosaic strip at the top and scene-based rather than isolated evidence.
/images/assessment/hfw/new.webp	838100874d5dc73d39138a3369a2bf25a2a6b48aad988fd333b66b8d0630cf67	phonics-hfw|grammar-comprehension	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE|category mismatch	Direct visual review confirmed an unrelated mosaic strip at the top and scene-based rather than isolated evidence. | “new” is represented by a child reading; nothing identifies the object as new.
/images/assessment/hfw/old.webp	e7cc1c4816db1475ccdcdf09eb95b4f4b57caedec845a83904a90bc823bb4f85	grammar-comprehension	category mismatch	“old” is represented by a child reading; nothing identifies the object as old.
/images/assessment/hfw/up.webp	fb8f12fc5fd45dc05d284647c976cbfbfc1a0c6fc8075e36af66186956ce3875	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed an unrelated mosaic strip at the top and scene-based rather than isolated evidence.
/images/assessment/language/variants/plurals/cat-cats-01.webp	613e6304c35e8abe8f9c08e745ab4e938f664ee766e19c67ab4b03f124d87058	grammar-comprehension	poor crop/scale	The cat group is very small with excessive blank space, making it weaker than sibling plural cards.
/images/assessment/language/variants/plurals/cup-cups-01.webp	714b04ba231d8a41443cef29379e9358d59355afc32971a5243192413d76e633	grammar-comprehension	crop/panel contamination	The cups comparison contains a hard divider/border and excessive blank space.
/images/assessment/language/variants/plurals/day-days-01.webp	8ef85beaf1ecdfb69da4893e6a67a955518050b016117cb04ea4340f6cae3312	grammar-comprehension	complex/competing evidence	The “day” scoring card is a four-panel time sequence including night, not one clear daylight exemplar.
/images/assessment/language/variants/plurals/dog-dogs-01.webp	46afa1eae9e42f1e2ce1258cccfbe785971628e53e4fd087b67687e9d7ed54e5	grammar-comprehension	poor crop/scale	The dog group is very small with excessive blank space and edge/border contamination.
/images/assessment/language/variants/plurals/kangaroo-kangaroos-01.webp	dcdccd49f921270a16a6eebe2dfbc2df1a849c043d878cce8df193109a3df08f	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed plural/comparison composite art, split panels, multiple targets, or adjacent-scene remnants reused as singular phonics evidence.
/images/assessment/language/variants/plurals/key-keys-01.webp	24454545f392c9427c34690f7b6b664a17fc91dac2bd68672bd43dce3441bdb7	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed plural/comparison composite art, split panels, multiple targets, or adjacent-scene remnants reused as singular phonics evidence.
/images/assessment/language/variants/plurals/tiger-tigers-01.webp	57e7ead98ed1a16bfb89ec19fb26165d3a9e9bfb8e2b3ebb51d9242b1bb03117	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed plural/comparison composite art, split panels, multiple targets, or adjacent-scene remnants reused as singular phonics evidence.
/images/assessment/language/variants/plurals/tomato-tomatoes-01.webp	e4b153c101dc7d75b94373eb9bcfa39d4fe449220af116e57331692f1d9856e0	phonics-hfw	DIRECT_VISUAL_CONFIRMED_PATH_FAILURE	Direct visual review confirmed plural/comparison composite art, split panels, multiple targets, or adjacent-scene remnants reused as singular phonics evidence.
