file,index,item
sounds-01.mp3,56,"the LETTER NAME ""ex"""
sounds-01.mp3,57,"the LETTER NAME ""why"""
sounds-01.mp3,58,"the LETTER NAME ""zee"""
words-01.mp3,1,a
words-01.mp3,2,above
words-01.mp3,3,after
words-01.mp3,4,again
words-01.mp3,5,airplane
words-01.mp3,6,all
words-01.mp3,7,alligator
words-01.mp3,8,almond
words-01.mp3,9,am
words-01.mp3,10,an
words-01.mp3,11,and
words-01.mp3,12,ant
words-01.mp3,13,anteater
words-01.mp3,14,any
words-01.mp3,15,applesauce
words-01.mp3,16,arch
words-01.mp3,17,are
words-01.mp3,18,arm
words-01.mp3,19,armchair
words-01.mp3,20,around
words-01.mp3,21,artichoke
words-01.mp3,22,as
words-01.mp3,23,ash
words-01.mp3,24,ask
words-01.mp3,25,asparagus
words-01.mp3,26,away
words-01.mp3,27,ax
words-01.mp3,28,back
words-01.mp3,29,badge
words-01.mp3,30,badger
words-01.mp3,31,bagel
words-01.mp3,32,balcony
words-01.mp3,33,ball
words-01.mp3,34,bamboo
words-01.mp3,35,bandage
words-01.mp3,36,bar
words-01.mp3,37,bark
words-01.mp3,38,barn
words-01.mp3,39,barrel
words-01.mp3,40,basil
words-01.mp3,41,basketball
words-01.mp3,42,bat
words-01.mp3,43,bathtub
words-01.mp3,44,be
words-01.mp3,45,beach
words-01.mp3,46,beachball
words-01.mp3,47,bead
words-01.mp3,48,beak
words-01.mp3,49,bean
words-01.mp3,50,beef
words-01.mp3,51,beehive
words-01.mp3,52,beet
words-01.mp3,53,beetle
words-01.mp3,54,before
words-01.mp3,55,behind
words-01.mp3,56,bell
words-01.mp3,57,below
words-01.mp3,58,belt
words-01.mp3,59,bench
words-01.mp3,60,bend
words-01.mp3,61,berry
words-01.mp3,62,beside
words-01.mp3,63,between
words-01.mp3,64,bib
words-01.mp3,65,big
words-01.mp3,66,bike
words-01.mp3,67,bin
words-01.mp3,68,birdhouse
words-01.mp3,69,bison
words-01.mp3,70,blackberry
words-01.mp3,71,blade
words-01.mp3,72,blanket
words-01.mp3,73,blender
words-01.mp3,74,blimp
words-01.mp3,75,blob
words-01.mp3,76,block
words-01.mp3,77,blossom
words-01.mp3,78,blueberry
words-01.mp3,79,bluebird
words-01.mp3,80,bluejay
words-01.mp3,81,board
words-01.mp3,82,bone
words-01.mp3,83,bookcase
words-01.mp3,84,bookend
words-01.mp3,85,boot
words-01.mp3,86,booth
words-01.mp3,87,bottle
words-01.mp3,88,bow
words-01.mp3,89,bowl
words-01.mp3,90,bracelet
words-01.mp3,91,branch
words-01.mp3,92,bread
words-01.mp3,93,brick
words-01.mp3,94,bridge
words-01.mp3,95,bright
words-01.mp3,96,broom
words-01.mp3,97,bubble
words-01.mp3,98,bucket
words-01.mp3,99,buckle
words-01.mp3,100,buffalo
words-01.mp3,101,bug
words-01.mp3,102,bulb
words-01.mp3,103,bull
words-01.mp3,104,bun
words-01.mp3,105,bunny
words-01.mp3,106,but
words-01.mp3,107,butter
words-01.mp3,108,butternut
words-01.mp3,109,button
words-01.mp3,110,by
words-01.mp3,111,cab
words-01.mp3,112,cabbage
words-02.mp3,1,cabinet
words-02.mp3,2,cactus
words-02.mp3,3,cage
words-02.mp3,4,calf
words-02.mp3,5,came
words-02.mp3,6,camel
words-02.mp3,7,camp
words-02.mp3,8,can
words-02.mp3,9,canary
words-02.mp3,10,cane
words-02.mp3,11,canoe
words-02.mp3,12,canteen
words-02.mp3,13,cap
words-02.mp3,14,cape
words-02.mp3,15,card
words-02.mp3,16,cardigan
words-02.mp3,17,carnation
words-02.mp3,18,cart
words-02.mp3,19,cashbox
words-02.mp3,20,cat
words-02.mp3,21,cauliflower
words-02.mp3,22,cave
words-02.mp3,23,celery
words-02.mp3,24,chain
words-02.mp3,25,chalk
words-02.mp3,26,cheese
words-02.mp3,27,cheetah
words-02.mp3,28,chef
words-02.mp3,29,cherry
words-02.mp3,30,chessboard
words-02.mp3,31,chest
words-02.mp3,32,chestnut
words-02.mp3,33,chicken
words-02.mp3,34,chime
words-02.mp3,35,chimney
words-02.mp3,36,chip
words-02.mp3,37,circle
words-02.mp3,38,clam
words-02.mp3,39,claw
words-02.mp3,40,clay
words-02.mp3,41,clean
words-02.mp3,42,cliff
words-02.mp3,43,climb
words-02.mp3,44,clip
words-02.mp3,45,clipboard
words-02.mp3,46,clock
words-02.mp3,47,closed
words-02.mp3,48,closet
words-02.mp3,49,clothespin
words-02.mp3,50,cloud
words-02.mp3,51,club
words-02.mp3,52,coal
words-02.mp3,53,cob
words-02.mp3,54,cocoa
words-02.mp3,55,coin
words-02.mp3,56,cold
words-02.mp3,57,collar
words-02.mp3,58,comb
words-02.mp3,59,come
words-02.mp3,60,conch
words-02.mp3,61,cone
words-02.mp3,62,cookie
words-02.mp3,63,cord
words-02.mp3,64,cork
words-02.mp3,65,cornbread
words-02.mp3,66,couch
words-02.mp3,67,cougar
words-02.mp3,68,could
words-02.mp3,69,cowbell
words-02.mp3,70,cradle
words-02.mp3,71,crane
words-02.mp3,72,crawl
words-02.mp3,73,crayon
words-02.mp3,74,crib
words-02.mp3,75,cricket
words-02.mp3,76,crocodile
words-02.mp3,77,crow
words-02.mp3,78,crown
words-02.mp3,79,cub
words-02.mp3,80,cube
words-02.mp3,81,cuff
words-02.mp3,82,cupcake
words-02.mp3,83,curb
words-02.mp3,84,curl
words-02.mp3,85,curtain
words-02.mp3,86,cushion
words-02.mp3,87,cut
words-02.mp3,88,dab
words-02.mp3,89,dad
words-02.mp3,90,dark
words-02.mp3,91,dart
words-02.mp3,92,day
words-02.mp3,93,den
words-02.mp3,94,dewdrop
words-02.mp3,95,dice
words-02.mp3,96,dig
words-02.mp3,97,dime
words-02.mp3,98,dip
words-02.mp3,99,dirty
words-02.mp3,100,dock
words-02.mp3,101,dog
words-02.mp3,102,doily
words-02.mp3,103,donkey
words-02.mp3,104,dot
words-02.mp3,105,dove
words-02.mp3,106,down
words-02.mp3,107,drain
words-02.mp3,108,draw
words-02.mp3,109,drawer
words-02.mp3,110,dress
words-02.mp3,111,driftwood
words-02.mp3,112,drill
words-03.mp3,1,drink
words-03.mp3,2,drop
words-03.mp3,3,dry
words-03.mp3,4,dug
words-03.mp3,5,dust
words-03.mp3,6,dustpan
words-03.mp3,7,earring
words-03.mp3,8,eel
words-03.mp3,9,egg
words-03.mp3,10,eggshell
words-03.mp3,11,elk
words-03.mp3,12,emu
words-03.mp3,13,every
words-03.mp3,14,eye
words-03.mp3,15,factory
words-03.mp3,16,far
words-03.mp3,17,fast
words-03.mp3,18,faucet
words-03.mp3,19,fern
words-03.mp3,20,fernleaf
words-03.mp3,21,field
words-03.mp3,22,fig
words-03.mp3,23,file
words-03.mp3,24,fin
words-03.mp3,25,find
words-03.mp3,26,finger
words-03.mp3,27,fire
words-03.mp3,28,firefly
words-03.mp3,29,firetruck
words-03.mp3,30,first
words-03.mp3,31,fish
words-03.mp3,32,fishbowl
words-03.mp3,33,flame
words-03.mp3,34,flannel
words-03.mp3,35,flat
words-03.mp3,36,flipper
words-03.mp3,37,floor
words-03.mp3,38,flowerpot
words-03.mp3,39,fluff
words-03.mp3,40,flute
words-03.mp3,41,fly
words-03.mp3,42,foam
words-03.mp3,43,footprint
words-03.mp3,44,for
words-03.mp3,45,forest
words-03.mp3,46,found
words-03.mp3,47,fox
words-03.mp3,48,foxglove
words-03.mp3,49,frame
words-03.mp3,50,french-fry
words-03.mp3,51,fridge
words-03.mp3,52,friend
words-03.mp3,53,from
words-03.mp3,54,frost
words-03.mp3,55,fruit
words-03.mp3,56,full
words-03.mp3,57,fun
words-03.mp3,58,funny
words-03.mp3,59,gallon
words-03.mp3,60,garlic
words-03.mp3,61,gazelle
words-03.mp3,62,gecko
words-03.mp3,63,gem
words-03.mp3,64,gerbil
words-03.mp3,65,get
words-03.mp3,66,give
words-03.mp3,67,glass
words-03.mp3,68,glasses
words-03.mp3,69,glove
words-03.mp3,70,go
words-03.mp3,71,goat
words-03.mp3,72,going
words-03.mp3,73,golf
words-03.mp3,74,gourd
words-03.mp3,75,grab
words-03.mp3,76,granola
words-03.mp3,77,grapefruit
words-03.mp3,78,grapes
words-03.mp3,79,grass
words-03.mp3,80,grasshopper
words-03.mp3,81,gravy
words-03.mp3,82,greenbean
words-03.mp3,83,grill
words-03.mp3,84,grip
words-03.mp3,85,guava
words-03.mp3,86,gull
words-03.mp3,87,had
words-03.mp3,88,hairpin
words-03.mp3,89,half
words-03.mp3,90,hamster
words-03.mp3,91,handbag
words-03.mp3,92,handprint
words-03.mp3,93,hanger
words-03.mp3,94,happy
words-03.mp3,95,hard
words-03.mp3,96,harp
words-03.mp3,97,has
words-03.mp3,98,hat
words-03.mp3,99,have
words-03.mp3,100,hay
words-03.mp3,101,hazelnut
words-03.mp3,102,he
words-03.mp3,103,head
words-03.mp3,104,heavy
words-03.mp3,105,helmet
words-03.mp3,106,help
words-03.mp3,107,her
words-03.mp3,108,herd
words-03.mp3,109,here
words-03.mp3,110,heron
words-03.mp3,111,him
words-03.mp3,112,hip
words-04.mp3,1,hippo
words-04.mp3,2,his
words-04.mp3,3,hive
words-04.mp3,4,hockey
words-04.mp3,5,hoof
words-04.mp3,6,horn
words-04.mp3,7,hose
words-04.mp3,8,hot
words-04.mp3,9,how
words-04.mp3,10,hula-hoop
words-04.mp3,11,hut
words-04.mp3,12,i
words-04.mp3,13,ice
words-04.mp3,14,igloo
words-04.mp3,15,in
words-04.mp3,16,into
words-04.mp3,17,iris
words-04.mp3,18,is
words-04.mp3,19,it
words-04.mp3,20,jeans
words-04.mp3,21,jet
words-04.mp3,22,jingle-bell
words-04.mp3,23,joey
words-04.mp3,24,jug
words-04.mp3,25,juniper
words-04.mp3,26,just
words-04.mp3,27,kerchief
words-04.mp3,28,kick
words-04.mp3,29,king
words-04.mp3,30,kit
words-04.mp3,31,kite
words-04.mp3,32,knee
words-04.mp3,33,knob
words-04.mp3,34,know
words-04.mp3,35,lab
words-04.mp3,36,ladle
words-04.mp3,37,ladybird
words-04.mp3,38,lamp
words-04.mp3,39,lanyard
words-04.mp3,40,lap
words-04.mp3,41,laugh
words-04.mp3,42,lavender
words-04.mp3,43,lawn
words-04.mp3,44,leash
words-04.mp3,45,let
words-04.mp3,46,lettuce
words-04.mp3,47,lift
words-04.mp3,48,light
words-04.mp3,49,like
words-04.mp3,50,lilac
words-04.mp3,51,lily
words-04.mp3,52,lime
words-04.mp3,53,lip
words-04.mp3,54,little
words-04.mp3,55,live
words-04.mp3,56,lizard
words-04.mp3,57,loaf
words-04.mp3,58,locket
words-04.mp3,59,long
words-04.mp3,60,look
words-04.mp3,61,lunchbox
words-04.mp3,62,macaroni
words-04.mp3,63,mad
words-04.mp3,64,made
words-04.mp3,65,make
words-04.mp3,66,mango
words-04.mp3,67,map
words-04.mp3,68,maple
words-04.mp3,69,marble
words-04.mp3,70,marigold
words-04.mp3,71,marker
words-04.mp3,72,mask
words-04.mp3,73,mat
words-04.mp3,74,may
words-04.mp3,75,me
words-04.mp3,76,meadow
words-04.mp3,77,meerkat
words-04.mp3,78,melon
words-04.mp3,79,mint
words-04.mp3,80,mittens
words-04.mp3,81,mix
words-04.mp3,82,mole
words-04.mp3,83,moon
words-04.mp3,84,moose
words-04.mp3,85,more
words-04.mp3,86,moss
words-04.mp3,87,moth
words-04.mp3,88,mousepad
words-04.mp3,89,mud
words-04.mp3,90,mug
words-04.mp3,91,mule
words-04.mp3,92,must
words-04.mp3,93,my
words-04.mp3,94,nap
words-04.mp3,95,near
words-04.mp3,96,nectarine
words-04.mp3,97,nest
words-04.mp3,98,net
words-04.mp3,99,new
words-04.mp3,100,nightstand
words-04.mp3,101,not
words-04.mp3,102,now
words-04.mp3,103,nut
words-04.mp3,104,oak
words-04.mp3,105,of
words-04.mp3,106,off
words-04.mp3,107,old
words-04.mp3,108,on
words-04.mp3,109,once
words-04.mp3,110,one
words-04.mp3,111,open
words-04.mp3,112,orb
words-05.mp3,1,orchid
words-05.mp3,2,otter
words-05.mp3,3,our
words-05.mp3,4,out
words-05.mp3,5,outside
words-05.mp3,6,over
words-05.mp3,7,ox
words-05.mp3,8,pad
words-05.mp3,9,pail
words-05.mp3,10,paint
words-05.mp3,11,paintbox
words-05.mp3,12,palm
words-05.mp3,13,pancake
words-05.mp3,14,pants
words-05.mp3,15,papaya
words-05.mp3,16,paper
words-05.mp3,17,parrot
words-05.mp3,18,path
words-05.mp3,19,pawprint
words-05.mp3,20,peach
words-05.mp3,21,peacock
words-05.mp3,22,peanut
words-05.mp3,23,pear
words-05.mp3,24,peas
words-05.mp3,25,peg
words-05.mp3,26,pencilbox
words-05.mp3,27,peppermint
words-05.mp3,28,perch
words-05.mp3,29,pet
words-05.mp3,30,piano
words-05.mp3,31,pick
words-05.mp3,32,pickle
words-05.mp3,33,pie
words-05.mp3,34,pig
words-05.mp3,35,pill
words-05.mp3,36,pillow
words-05.mp3,37,pin
words-05.mp3,38,pine
words-05.mp3,39,pinecone
words-05.mp3,40,pink
words-05.mp3,41,pint
words-05.mp3,42,pipe
words-05.mp3,43,placemat
words-05.mp3,44,plane
words-05.mp3,45,plant
words-05.mp3,46,plate
words-05.mp3,47,play
words-05.mp3,48,please
words-05.mp3,49,plug
words-05.mp3,50,plum
words-05.mp3,51,pocket
words-05.mp3,52,pot
words-05.mp3,53,pretty
words-05.mp3,54,puff
words-05.mp3,55,pull
words-05.mp3,56,pup
words-05.mp3,57,purse
words-05.mp3,58,push
words-05.mp3,59,put
words-05.mp3,60,queen
words-05.mp3,61,raft
words-05.mp3,62,rag
words-05.mp3,63,raincoat
words-05.mp3,64,raisin
words-05.mp3,65,rake
words-05.mp3,66,ramp
words-05.mp3,67,read
words-05.mp3,68,red
words-05.mp3,69,rib
words-05.mp3,70,ribbon
words-05.mp3,71,ride
words-05.mp3,72,river
words-05.mp3,73,road
words-05.mp3,74,robe
words-05.mp3,75,robin
words-05.mp3,76,rocking-chair
words-05.mp3,77,rod
words-05.mp3,78,roll
words-05.mp3,79,round
words-05.mp3,80,rub
words-05.mp3,81,run
words-05.mp3,82,sack
words-05.mp3,83,sad
words-05.mp3,84,saddle
words-05.mp3,85,said
words-05.mp3,86,sail
words-05.mp3,87,salad
words-05.mp3,88,sap
words-05.mp3,89,saw
words-05.mp3,90,say
words-05.mp3,91,scale
words-05.mp3,92,scarf
words-05.mp3,93,scissors
words-05.mp3,94,screen
words-05.mp3,95,seat
words-05.mp3,96,see
words-05.mp3,97,shark
words-05.mp3,98,she
words-05.mp3,99,sheep
words-05.mp3,100,shelf
words-05.mp3,101,shield
words-05.mp3,102,ship
words-05.mp3,103,shirt
words-05.mp3,104,short
words-05.mp3,105,shorts
words-05.mp3,106,silk
words-05.mp3,107,sing
words-05.mp3,108,sink
words-05.mp3,109,sip
words-05.mp3,110,six
words-05.mp3,111,skate
words-05.mp3,112,skip
words-06.mp3,1,skirt
words-06.mp3,2,sleep
words-06.mp3,3,sloth
words-06.mp3,4,slow
words-06.mp3,5,small
words-06.mp3,6,smell
words-06.mp3,7,smile
words-06.mp3,8,snail
words-06.mp3,9,snow
words-06.mp3,10,soccer
words-06.mp3,11,sofa
words-06.mp3,12,soft
words-06.mp3,13,soil
words-06.mp3,14,some
words-06.mp3,15,song
words-06.mp3,16,spider
words-06.mp3,17,sponge
words-06.mp3,18,spring
words-06.mp3,19,squirrel
words-06.mp3,20,stairs
words-06.mp3,21,stamp
words-06.mp3,22,stand
words-06.mp3,23,stem
words-06.mp3,24,sticker
words-06.mp3,25,stone
words-06.mp3,26,stool
words-06.mp3,27,storm
words-06.mp3,28,stove
words-06.mp3,29,sub
words-06.mp3,30,sun
words-06.mp3,31,sweater
words-06.mp3,32,swim
words-06.mp3,33,swing
words-06.mp3,34,tab
words-06.mp3,35,taco
words-06.mp3,36,tag
words-06.mp3,37,tail
words-06.mp3,38,take
words-06.mp3,39,tall
words-06.mp3,40,tape
words-06.mp3,41,team
words-06.mp3,42,teapot
words-06.mp3,43,teeth
words-06.mp3,44,tent
words-06.mp3,45,thank
words-06.mp3,46,that
words-06.mp3,47,the
words-06.mp3,48,then
words-06.mp3,49,they
words-06.mp3,50,thimble
words-06.mp3,51,third
words-06.mp3,52,this
words-06.mp3,53,thread
words-06.mp3,54,through
words-06.mp3,55,throw
words-06.mp3,56,tie
words-06.mp3,57,to
words-06.mp3,58,toad
words-06.mp3,59,toaster
words-06.mp3,60,toolbox
words-06.mp3,61,top
words-06.mp3,62,towel
words-06.mp3,63,tower
words-06.mp3,64,trash
words-06.mp3,65,tray
words-06.mp3,66,triangle
words-06.mp3,67,trumpet
words-06.mp3,68,try
words-06.mp3,69,tube
words-06.mp3,70,tug
words-06.mp3,71,tunnel
words-06.mp3,72,turkey
words-06.mp3,73,turnip
words-06.mp3,74,twig
words-06.mp3,75,up
words-06.mp3,76,van
words-06.mp3,77,very
words-06.mp3,78,vet
words-06.mp3,79,wag
words-06.mp3,80,wall
words-06.mp3,81,was
words-06.mp3,82,wash
words-06.mp3,83,watch
words-06.mp3,84,wave
words-06.mp3,85,wax
words-06.mp3,86,we
words-06.mp3,87,well
words-06.mp3,88,wet
words-06.mp3,89,what
words-06.mp3,90,when
words-06.mp3,91,where
words-06.mp3,92,which
words-06.mp3,93,whisk
words-06.mp3,94,whistle
words-06.mp3,95,who
words-06.mp3,96,why
words-06.mp3,97,wig
words-06.mp3,98,will
words-06.mp3,99,wind
words-06.mp3,100,wing
words-06.mp3,101,wink
words-06.mp3,102,with
words-06.mp3,103,wolf
words-06.mp3,104,wrench
words-06.mp3,105,xylophone
words-06.mp3,106,yen
words-06.mp3,107,yes
words-06.mp3,108,you
words-06.mp3,109,your
words-06.mp3,110,zip
sentences-01.mp3,1,"Muddy sits upon the mat,"
sentences-01.mp3,2,with a map of this and that.
sentences-01.mp3,3,"Up the hill to find the moon,"
sentences-01.mp3,4,Muddy hums a happy tune.
sentences-01.mp3,5,"Woolly naps out in the sun,"
sentences-01.mp3,6,on top the hay - what fun!
sentences-01.mp3,7,"Bouncy hops up to the tent,"
sentences-01.mp3,8,and that is where the day was spent.
sentences-01.mp3,9,"Clucky builds a cosy nest,"
sentences-01.mp3,10,Tiny needs a little rest.
sentences-01.mp3,11,"Muddy dips a fishing net,"
sentences-01.mp3,12,then has a nap - not finished yet!
sentences-01.mp3,13,"A fox trots past the old farm gate,"
sentences-01.mp3,14,the fish in Duck Pond swim so straight.
sentences-01.mp3,15,"The dog naps by the big red barn,"
sentences-01.mp3,16,while Muddy digs across the farm.
sentences-01.mp3,17,"An otter plays down by the pond,"
sentences-01.mp3,18,and Splashy quacks - she's very fond.
sentences-01.mp3,19,"On top the hay the hens all camp,"
sentences-01.mp3,20,at night old Clucky lights the lamp.
sentences-01.mp3,21,"Speedy loves to run and run,"
sentences-01.mp3,22,in a red hat in the sun.
sentences-01.mp3,23,"Bouncy hops to the farm gate,"
sentences-01.mp3,24,then they both run home - it's late!
sentences-01.mp3,25,"""Come into the barn,"" Muddy said,"
sentences-01.mp3,26,"""it's warm, and time for bed."""
sentences-01.mp3,27,"The Meadow Pals played in the sun,"
sentences-01.mp3,28,until the day was done.
sentences-01.mp3,29,"Woolly rolls the big round ball,"
sentences-01.mp3,30,it bounces off the garden wall.
sentences-01.mp3,31,"No wolf is near - just watch the sheep,"
sentences-01.mp3,32,they play until they fall asleep.
sentences-01.mp3,33,"Clucky is the farmyard queen,"
sentences-01.mp3,34,the proudest hen you've ever seen.
sentences-01.mp3,35,"But Muddy jumps up in the mud,"
sentences-01.mp3,36,and lands with a gentle thud.
sentences-02.mp3,1,"Chompy found a comfy cap,"
sentences-02.mp3,2,then Dozy took a valley nap.
sentences-02.mp3,3,"A cat naps near a mountain goat,"
sentences-02.mp3,4,beside the stream and little boat.
sentences-02.mp3,5,Zippy counts to six - what fun!
sentences-02.mp3,6,A pig naps in the sun.
sentences-02.mp3,7,"A fox runs past the ferny den,"
sentences-02.mp3,8,then Zippy zooms again.
sentences-02.mp3,9,"Sunny finds a speckled egg,"
sentences-02.mp3,10,poor Wiggly bumped his leg.
sentences-02.mp3,11,"They drove the van to see the vet,"
sentences-02.mp3,12,the kindest one they've met.
sentences-02.mp3,13,"Sunny flies a bright red kite,"
sentences-02.mp3,14,Zippy zooms - a dino jet!
sentences-02.mp3,15,"Honky pours from a big jug,"
sentences-02.mp3,16,and Dozy gives a sleepy hug.
sentences-02.mp3,17,"This is Sunny Hollow, see,"
sentences-02.mp3,18,with dino pals like you and me.
sentences-02.mp3,19,"Bring your friends to play all day,"
sentences-02.mp3,20,in this warm and sunny way.
sentences-02.mp3,21,"Chompy nibbles one big chip,"
sentences-02.mp3,22,Honky dreams about a ship.
sentences-02.mp3,23,"No sheep live in the Hollow here,"
sentences-02.mp3,24,just dino pals to cheer!
sentences-02.mp3,25,"The dino pals all share the ball,"
sentences-02.mp3,26,it bounces by the waterfall.
sentences-02.mp3,27,"""Watch the little ant!"" honks Honky's call,"
sentences-02.mp3,28,"""come play, come play - one and all!"""
sentences-02.mp3,29,Little Cheeky and friends all like
sentences-02.mp3,30,"the leafy path, the valley hike."
sentences-02.mp3,31,"""No igloo here!"" laughs Zippy with glee,"
sentences-02.mp3,32,"""just warm volcano lights for me."""
sentences-02.mp3,33,"An otter swims where tall ferns grow more,"
sentences-02.mp3,34,along Fossil Creek's green shore.
sentences-02.mp3,35,"No ox lives in the Hollow, true,"
sentences-02.mp3,36,just dino friends for me and you.
sentences-03.mp3,1,"Pip climbs up the Great Oak tall,"
sentences-03.mp3,2,will put his cap beside the wall.
sentences-03.mp3,3,"He splashes in the puddle mud,"
sentences-03.mp3,4,and lands with a happy thud.
sentences-03.mp3,5,"Wren has found a glowing egg,"
sentences-03.mp3,6,"""Get it safe!"" said Pip, ""I beg."""
sentences-03.mp3,7,"Luna nodded, wise and very,"
sentences-03.mp3,8,"""Carry it gently - and be merry."""
sentences-03.mp3,9,Who sings soft in the moonlit glen?
sentences-03.mp3,10,What glows beyond the fen?
sentences-03.mp3,11,"When Luna counts the stars to ten,"
sentences-03.mp3,12,the Moonwood friends all play again.
sentences-03.mp3,13,"A pink dawn lights the Moonwood trees,"
sentences-03.mp3,14,and mushrooms bob in the soft breeze.
sentences-03.mp3,15,"Glimmer gives a glowing wink,"
sentences-03.mp3,16,as berries float and never sink.
sentences-03.mp3,17,"The Great Oak is the forest king,"
sentences-03.mp3,18,he loves to hear the Moonwood sing.
sentences-03.mp3,19,"The friends all join the evening song,"
sentences-03.mp3,20,and hum and gently sway along.
sentences-03.mp3,21,"The silver bell rings off - ding, ding!"
sentences-03.mp3,22,Which Moonwood friend is first to spring?
sentences-03.mp3,23,"Fern flutters by the Crystal Stream,"
sentences-03.mp3,24,with Spark's bright farewell gleam.
sentences-03.mp3,25,"""Let's play again!"" the friends all say,"
sentences-03.mp3,26,a brand new Moonwood day.
sentences-03.mp3,27,"Pip and Luna read and play,"
sentences-03.mp3,28,"""hip hip hooray!"" they say."
sentences-03.mp3,29,"""Why does Glimmer's fire fly high?"""
sentences-03.mp3,30,"""My spark!"" laughs Spark, ""I'll try!"""
sentences-03.mp3,31,"Fern flutters way up high,"
sentences-03.mp3,32,and waves the clouds goodbye.
sentences-03.mp3,33,"Pip's best friend is here at last,"
sentences-03.mp3,34,"Fern flies in - she's first, so fast!"
sentences-03.mp3,35,"They share a berry, half each,"
sentences-03.mp3,36,in the Whispering Meadow's reach.
